Date,JPM,V,spread,spread_mean,spread_std,zscore,pair_position,JPM_ret,V_ret,pair_position_lagged,w1,w2,strategy_gross_return,turnover,transaction_cost,strategy_net_return,benchmark_return,cum_strategy,cum_benchmark
2020-01-16,116.54006958007812,192.21182250976562,9.35434367335229,,,,0.0,0.003876735976134915,0.00575574434687276,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0048162401615038375,1.0,1.014803955074626
2020-01-17,117.3467025756836,195.79873657226562,7.083945290183564,,,,0.0,0.006921507757048362,0.018661256189471676,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.012791381973260019,1.0,1.0277847000919607
2020-01-21,116.19192504882812,198.2760772705078,3.8039830135455617,,,,0.0,-0.009840732645305383,0.012652485616667208,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0014058764856809125,1.0,1.0292296384341626
2020-01-22,116.0560302734375,198.85958862304688,3.1675234879690066,,,,0.0,-0.001169571597454122,0.0029429236273570414,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0008866760149514596,1.0,1.0301422316684394
2020-01-23,115.93717956542969,197.53958129882812,4.18104001431918,,,,0.0,-0.00102408041812041,-0.0066378862259487414,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0038309833220345757,1.0,1.0261957739595942
2020-01-24,113.05872344970703,196.08567810058594,2.549813602107534,,,,0.0,-0.02482772244858855,-0.007360060139252722,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.016093891293920637,1.0,1.0096802907272078
2020-01-27,112.10770416259766,192.91964721679688,4.314771393299608,,,,0.0,-0.008411728507906169,-0.016146160772460783,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.012278944640183476,1.0,0.9972824823330841
2020-01-28,114.14555358886719,194.0291748046875,5.400813459797732,,,,0.0,0.018177603773902096,0.005751242052831396,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.011964422913366746,1.0,1.0092143917158094
2020-01-29,113.9757308959961,195.95175170898438,3.5817096970297797,,,,0.0,-0.001487773176717555,0.00990870010261169,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.004210463462947067,1.0,1.0134636520384093
2020-01-30,115.38526153564453,199.15611267089844,2.242381831309828,10.415896334879333,6.576151532482832,-1.2429023971233806,0.0,0.012366936615082036,0.016352805902307033,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.014359871258694534,1.0,1.0280168596070471
2020-01-31,112.38792419433594,190.3179168701172,6.826883735907117,9.76140582596472,6.2227016930477665,-0.4715832824408344,0.0,-0.025976778155351044,-0.04437823013439812,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.03517750414487458,1.0,0.9918537922672194
2020-02-03,113.24551391601562,192.07786560058594,6.174702837403132,9.090485970421039,5.817025242721518,-0.5012498676477716,0.0,0.007630621597715326,0.009247414848859714,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.00843901822328752,1.0,1.0002240644949991
2020-02-04,114.87577819824219,194.70828247070312,5.548466097420558,8.376105002571975,5.280495710287008,-0.5354873974507458,0.0,0.014395839851418568,0.013694534046869267,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.014045186949143917,1.0,1.014272398471864
