Date,price,returns,rolling_mean,rolling_std,zscore,position,asset_return,position_lagged,strategy_gross_return,turnover,transaction_cost,strategy_net_return,cum_asset,cum_strategy
2021-07-13,408.16461181640625,-0.003409041205577501,405.4012969970703,3.036280803006171,0.9100985707909651,0.0,-0.003409041205577501,0.0,-0.0,0.0,0.0,-0.0,1.3748093603171982,1.2073939944598726
2021-07-14,408.7737121582031,0.0014922909144088337,406.20152587890624,2.7183491995498823,0.9462309992118753,0.0,0.0014922909144088337,0.0,0.0,0.0,0.0,0.0,1.3768609758346437,1.2073939944598726
2021-07-15,407.37750244140625,-0.0034156054444531847,406.8284057617187,2.055375059252883,0.2671515727582664,0.0,-0.0034156054444531847,0.0,-0.0,0.0,0.0,-0.0,1.3721581619893277,1.2073939944598726
2021-07-16,404.1821594238281,-0.00784369043069022,406.913671875,1.9063829275854927,-1.4328246500987176,0.0,-0.00784369043069022,0.0,-0.0,0.0,0.0,-0.0,1.3613953781447385,1.2073939944598726
2021-07-19,398.2132873535156,-0.014767777179530372,406.09376831054686,3.3571082856554013,-2.347401479631673,1.0,-0.014767777179530372,0.0,-0.0,1.0,0.0005,-0.0005,1.3412905945470546,1.2067902974626428
2021-07-20,403.91986083984375,0.014330444682681076,405.9185424804688,3.426573103910157,-0.5832887786179937,0.0,0.014330444682681076,1.0,0.014330444682681076,1.0,0.0005,0.013830444682681076,1.3605118852156115,1.2234807439152962
2021-07-21,407.190185546875,0.008096469186317012,405.92699279785154,3.429928570897234,0.3682854388693646,0.0,0.008096469186317012,0.0,0.0,0.0,0.0,0.0,1.3715272277718777,1.2234807439152962
2021-07-22,408.0428161621094,0.002093937048333494,406.35240478515624,3.398926839997925,0.49733679379641144,0.0,0.002093937048333494,0.0,0.0,0.0,0.0,0.0,1.3743991194469074,1.2234807439152962
2021-07-23,412.2408447265625,0.010288206036656034,406.76658020019534,3.856909152845137,1.4193397638959033,0.0,0.010288206036656034,0.0,0.0,0.0,0.0,0.0,1.3885392207643759,1.2234807439152962
2021-07-26,413.2528076171875,0.002454785603052567,407.1357788085937,4.3048037672803545,1.420977386957252,0.0,0.002454785603052567,0.0,0.0,0.0,0.0,0.0,1.391947786852782,1.2234807439152962
2021-07-27,411.3692932128906,-0.004557777635334714,407.4562469482422,4.5045553220076195,0.8686864706779587,0.0,-0.004557777635334714,0.0,-0.0,0.0,0.0,-0.0,1.3856035983603108,1.2234807439152962
2021-07-28,411.20068359375,-0.0004098741007714235,407.6989440917969,4.646566713644131,0.75361868617331,0.0,-0.0004098741007714235,0.0,-0.0,0.0,0.0,-0.0,1.3850356753314073,1.2234807439152962
2021-07-29,412.906005859375,0.004147177603697205,408.2517944335938,4.924642937215788,0.9450860671763844,0.0,0.004147177603697205,0.0,0.0,0.0,0.0,0.0,1.3907796642644632,1.2234807439152962
2021-07-30,410.9007873535156,-0.00485635587132216,408.9236572265625,4.763404603886525,0.41506659445639926,0.0,-0.00485635587132216,0.0,-0.0,0.0,0.0,-0.0,1.384025543276197,1.2234807439152962
2021-08-02,410.0386657714844,-0.0020981258945350634,410.1061950683594,2.9203781061875813,-0.0231234773099909,0.0,-0.0020981258945350634,0.0,-0.0,0.0,0.0,-0.0,1.3811216834451512,1.2234807439152962
2021-08-03,413.3746032714844,0.008135665678560944,411.0516693115234,2.114237979309017,1.0987097870222435,0.0,0.008135665678560944,0.0,0.0,0.0,0.0,0.0,1.3923580277230723,1.2234807439152962
2021-08-04,411.3411865234375,-0.004919065496414743,411.4667694091797,1.6220598200703262,-0.07742185842241708,0.0,-0.004919065496414743,0.0,-0.0,0.0,0.0,-0.0,1.3855089273902437,1.2234807439152962
2021-08-05,413.94610595703125,0.00633274643759818,412.0570983886719,1.2744704075759097,1.4821902157401503,0.0,0.00633274643759818,0.0,0.0,0.0,0.0,0.0,1.3942830041144347,1.2234807439152962
